variable,n,minimum,maximum,mean,median,sd,moran_i,expected_i,z_normal,p_permutation,queen_islands,queen_mean_neighbors
min_tt,209,20.0,113.0,67.0,66.0,17.864070084949844,0.8399443413732915,-0.004807692307692308,16.52100921771749,0.001,4,4.373205741626794
bcps_within_60,209,0.0,5.0,0.7894736842105263,0.0,1.4154654747189905,0.8360258826021307,-0.004807692307692308,16.444375021058022,0.001,4,4.373205741626794
