from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
173,HG,115,119,
173,MKT,109,111,114
173,HYW,119,,
174,LW,80,82,84
174,LMC,85,87,89
174,HG,113,116,
174,SB,118,,
174,MKT,94,96,98
174,HYW,103,105,107
175S,LW,75,77,78
175S,LMC,80,82,83
175S,HG,105,110,115
175S,SB,113,116,119
175S,MKT,86,87,89
175S,HYW,95,96,98
181S,LW,88,92,95
181S,LMC,93,97,101
181S,HG,113,118,
181S,MKT,104,108,111
181S,HYW,113,117,
191,LW,84,86,87
191,LMC,89,91,92
191,HG,110,116,
191,MKT,106,113,
191,HYW,114,118,
193S,LW,106,107,109
193S,LMC,112,114,116
196,LW,117,,
197,LW,117,,
211,LW,67,68,69
211,LMC,72,73,74
211,HG,71,75,79
211,SB,81,83,85
211,MKT,77,79,80
211,HYW,86,87,89
212,LW,64,65,66
212,LMC,69,70,71
212,HG,70,74,79
212,SB,81,83,85
212,MKT,75,76,77
212,HYW,84,85,86
213S,LW,61,62,63
213S,LMC,66,67,68
213S,HG,78,80,83
213S,SB,80,82,83
213S,MKT,71,72,74
213S,HYW,80,82,83
214,LW,59,60,62
214,LMC,64,65,67
214,HG,71,72,75
214,SB,70,72,74
214,MKT,70,72,73
214,HYW,78,80,81
217,LW,58,59,60
217,LMC,63,64,65
217,HG,77,80,82
217,SB,79,81,83
217,MKT,69,70,72
217,HYW,78,79,81
220S,LW,65,66,67
220S,LMC,70,71,72
220S,HG,79,83,87
220S,SB,86,87,90
220S,MKT,76,77,78
220S,HYW,85,86,87
221,LW,59,60,61
221,LMC,64,65,66
221,HG,79,81,83
221,SB,80,82,84
221,MKT,70,71,72
221,HYW,79,80,82
222,LW,57,58,59
222,LMC,62,63,64
222,HG,78,80,82
222,SB,78,80,82
222,MKT,68,69,71
222,HYW,77,78,80
225,LW,64,65,66
225,LMC,69,70,71
225,HG,72,77,81
225,SB,80,82,85
225,MKT,75,76,77
225,HYW,84,85,86
227,LW,59,60,61
227,LMC,64,65,66
227,HG,78,80,83
227,SB,80,82,84
227,MKT,69,71,72
227,HYW,79,80,82
228,LW,60,61,62
228,LMC,65,66,67
228,HG,74,77,80
228,SB,80,82,84
228,MKT,71,72,73
228,HYW,80,81,82
229,LW,58,59,60
229,LMC,63,64,65
229,HG,74,77,80
229,SB,80,81,83
229,MKT,69,70,71
229,HYW,78,79,81
231,LW,59,60,62
231,LMC,64,65,67
231,HG,82,87,91
231,SB,92,94,97
231,MKT,70,72,73
231,HYW,79,81,82
232,LW,62,64,65
232,LMC,67,69,70
232,HG,84,87,90
232,SB,89,91,93
232,MKT,76,77,79
232,HYW,85,86,88
233,LW,64,66,67
233,LMC,69,71,72
233,HG,85,88,93
233,SB,94,95,98
233,MKT,76,77,79
233,HYW,85,86,88
234,LW,57,59,60
234,LMC,62,64,65
234,HG,84,87,90
234,SB,90,93,95
234,MKT,68,70,71
234,HYW,77,79,80
235,LW,64,66,68
235,LMC,69,71,73
235,HG,79,83,90
235,SB,89,92,95
235,MKT,77,79,80
235,HYW,86,88,89
236,LW,65,66,67
236,LMC,70,71,72
236,HG,83,85,87
236,SB,82,84,85
236,MKT,75,76,78
236,HYW,84,86,87
237,LW,61,62,63
237,LMC,66,67,68
237,HG,87,90,92
237,SB,90,91,94
237,MKT,71,72,73
237,HYW,80,81,83
241,LW,50,51,52
241,LMC,55,56,57
241,HG,77,80,83
241,SB,80,82,84
241,MKT,61,63,64
241,HYW,70,72,73
242,LW,57,58,59
242,LMC,62,63,64
242,HG,84,87,89
242,SB,88,89,91
242,MKT,68,69,70
242,HYW,77,78,80
243,LW,60,61,62
243,LMC,65,66,67
243,HG,80,83,86
243,SB,83,85,87
243,MKT,71,72,74
243,HYW,80,81,83
244,LW,58,60,62
244,LMC,63,65,67
244,HG,82,85,88
244,SB,85,87,90
244,MKT,69,71,73
244,HYW,78,81,83
245,LW,61,63,64
245,LMC,66,68,69
245,HG,79,82,85
245,SB,84,86,88
245,MKT,72,73,75
245,HYW,81,83,85
246,LW,59,60,61
246,LMC,64,65,66
246,HG,84,86,90
246,SB,90,92,94
246,MKT,69,70,72
246,HYW,78,80,81
247,LW,58,59,61
247,LMC,63,64,66
247,HG,87,89,92
247,SB,88,90,92
247,MKT,70,71,73
247,HYW,79,80,82
251S,LW,65,66,67
251S,LMC,70,71,72
251S,HG,72,74,76
251S,SB,72,74,76
251S,MKT,78,79,80
251S,HYW,81,85,87
252,LW,71,72,73
252,LMC,76,77,78
252,HG,77,80,83
252,SB,79,81,83
252,MKT,85,86,87
252,HYW,86,90,94
253,LW,61,63,65
253,LMC,66,68,70
253,HG,76,78,80
253,SB,75,78,81
253,MKT,78,80,82
253,HYW,82,84,87
254,LW,66,67,69
254,LMC,71,72,74
254,HG,78,80,82
254,SB,76,78,80
254,MKT,87,88,90
254,HYW,84,87,91
255,LW,64,66,67
255,LMC,69,71,72
255,HG,75,77,80
255,SB,74,76,77
255,MKT,79,83,86
255,HYW,81,85,88
260,LW,60,61,62
260,LMC,65,66,67
260,HG,71,73,76
260,SB,70,72,73
260,MKT,70,72,73
260,HYW,78,79,81
261,LW,72,75,77
261,LMC,77,80,82
261,HG,93,94,96
261,SB,91,93,95
261,MKT,83,88,91
261,HYW,92,95,99
262,LW,71,72,74
262,LMC,76,77,79
262,HG,90,92,95
262,SB,88,90,93
262,MKT,85,88,89
262,HYW,92,94,97
263,LW,65,66,67
263,LMC,70,71,72
263,HG,94,97,100
263,SB,88,90,93
263,MKT,81,83,85
263,HYW,88,90,93
264,LW,64,65,66
264,LMC,69,70,71
264,HG,78,80,84
264,SB,78,79,81
264,MKT,77,80,82
264,HYW,84,86,89
265,LW,62,63,64
265,LMC,67,68,69
265,HG,79,81,84
265,SB,80,81,83
265,MKT,77,80,83
265,HYW,86,87,90
266,LW,60,62,63
266,LMC,65,67,68
266,HG,80,83,85
266,SB,82,84,85
266,MKT,75,76,78
266,HYW,84,85,86
267,LW,58,59,60
267,LMC,63,64,65
267,HG,76,79,81
267,SB,78,80,82
267,MKT,69,70,72
267,HYW,78,80,81
268,LW,55,56,57
268,LMC,60,61,62
268,HG,79,81,83
268,SB,78,80,82
268,MKT,65,67,69
268,HYW,75,76,78
269,LW,85,88,91
269,LMC,90,93,96
269,HG,90,94,98
269,SB,88,92,96
269,MKT,98,105,114
269,HYW,98,102,106
271,LW,49,50,51
271,LMC,54,55,56
271,HG,72,74,76
271,SB,71,73,74
271,MKT,59,61,62
271,HYW,69,70,72
272,LW,55,56,58
272,LMC,60,61,63
272,HG,85,88,90
272,SB,84,86,88
272,MKT,65,67,69
272,HYW,75,76,79
280,LW,66,67,68
280,LMC,71,72,73
280,HG,86,91,95
280,SB,95,98,101
280,MKT,80,82,82
280,HYW,89,90,91
281,LW,60,62,63
281,LMC,65,67,68
281,HG,97,100,102
281,SB,98,101,102
281,MKT,75,76,77
281,HYW,83,84,86
282,LW,57,58,59
282,LMC,62,63,64
282,HG,94,98,101
282,SB,92,95,97
282,MKT,69,70,72
282,HYW,78,79,81
283,LW,61,62,63
283,LMC,66,67,68
283,HG,97,99,102
283,SB,98,101,103
283,MKT,76,77,78
283,HYW,84,86,87
284,LW,57,58,59
284,LMC,62,63,64
284,HG,91,93,97
284,SB,97,98,100
284,MKT,67,69,70
284,HYW,76,78,79
285,LW,61,62,63
285,LMC,66,67,68
285,HG,90,93,96
285,SB,94,96,99
285,MKT,72,73,75
285,HYW,81,83,84
286,LW,73,74,75
286,LMC,78,79,80
286,HG,87,91,94
286,SB,93,96,98
286,MKT,85,86,89
286,HYW,93,95,97
287,LW,59,60,61
287,LMC,64,65,66
287,HG,89,92,96
287,SB,95,97,99
287,MKT,71,73,74
287,HYW,80,81,83
288S,LW,86,89,92
288S,LMC,91,94,97
288S,MKT,119,,
288S,HYW,110,114,117
290,LW,78,80,81
290,LMC,83,85,86
290,HG,94,98,104
290,SB,103,108,112
290,MKT,95,97,100
290,HYW,100,102,105
291,LW,65,66,67
291,LMC,70,71,72
291,HG,84,91,98
291,SB,102,104,107
291,MKT,78,79,81
291,HYW,87,88,89
292,LW,72,73,75
292,LMC,77,78,80
292,HG,94,101,107
292,SB,110,112,114
292,MKT,94,96,98
292,HYW,95,98,102
293S,LW,76,78,79
293S,LMC,81,83,84
293S,HG,97,101,106
293S,SB,109,112,115
293S,MKT,92,94,97
293S,HYW,98,100,103
294,LW,70,71,72
294,LMC,75,76,77
294,HG,91,96,102
294,SB,107,108,111
294,MKT,83,84,85
294,HYW,92,93,94
295,LW,66,67,68
295,LMC,71,72,73
295,HG,89,95,101
295,SB,103,106,108
295,MKT,79,81,82
295,HYW,88,89,90
297,LW,74,75,76
297,LMC,79,80,81
297,HG,94,100,104
297,SB,113,115,117
297,MKT,88,89,90
297,HYW,96,98,99
298,LW,71,71,73
298,LMC,76,76,78
298,HG,92,98,102
298,SB,106,109,111
298,MKT,83,84,85
298,HYW,91,93,94
320S,LW,72,73,75
320S,LMC,77,78,80
320S,HG,94,97,98
320S,SB,91,94,96
320S,MKT,103,106,108
320S,HYW,101,104,107
322,LW,75,78,80
322,LMC,80,83,85
322,HG,71,75,79
322,SB,77,81,84
322,MKT,95,99,102
322,HYW,88,92,95
323,LW,71,73,74
323,LMC,76,78,79
323,HG,70,74,77
323,SB,71,73,75
323,MKT,82,85,89
323,HYW,81,85,90
325,LW,73,74,75
325,LMC,78,79,80
325,HG,82,85,88
325,SB,82,84,86
325,MKT,86,87,88
325,HYW,88,91,94
326,LW,64,66,67
326,LMC,69,71,72
326,HG,80,81,84
326,SB,79,81,83
326,MKT,83,84,86
326,HYW,87,90,93
327,LW,69,71,73
327,LMC,74,76,78
327,HG,92,95,98
327,SB,88,91,94
327,MKT,81,82,84
327,HYW,88,90,92
328,LW,73,74,76
328,LMC,78,79,81
328,HG,85,90,93
328,SB,82,86,88
328,MKT,94,98,101
328,HYW,94,96,100
335,LW,92,94,96
335,LMC,97,99,102
335,HG,90,92,95
335,SB,75,79,85
335,MKT,108,111,114
335,HYW,97,101,105
350,LW,80,82,84
350,LMC,85,87,89
350,HG,106,111,115
350,SB,97,99,103
350,MKT,101,104,107
350,HYW,108,110,113
351,LW,86,88,90
351,LMC,91,93,95
351,HG,94,97,100
351,SB,94,97,100
351,MKT,92,95,99
351,HYW,100,103,106
423S,LW,56,58,59
423S,LMC,61,63,64
423S,HG,61,69,73
423S,SB,39,42,44
423S,MKT,58,60,63
423S,HYW,68,69,72
424,LW,56,57,58
424,LMC,61,62,63
424,HG,62,67,70
424,SB,32,34,37
424,MKT,58,60,62
424,HYW,67,69,71
426,LW,74,75,77
426,LMC,79,80,82
426,HG,77,82,87
426,SB,48,50,53
426,MKT,76,78,80
426,HYW,84,86,88
442,LW,90,93,97
442,LMC,95,98,104
442,HG,78,82,87
442,SB,59,63,66
442,MKT,94,97,102
442,HYW,86,91,96
510,LW,61,64,67
510,LMC,66,69,72
510,HG,56,59,62
510,SB,36,39,42
510,MKT,67,70,73
510,HYW,69,73,77
511,LW,82,87,90
511,LMC,87,92,95
511,HG,74,78,81
511,SB,45,48,52
511,MKT,88,92,95
511,HYW,84,89,93
512,LW,72,75,77
512,LMC,77,80,82
512,HG,67,69,73
512,SB,48,51,54
512,MKT,77,79,81
512,HYW,75,78,83
514,LW,83,87,91
514,LMC,88,92,96
514,HG,73,76,80
514,SB,56,61,65
514,MKT,89,92,96
514,HYW,82,86,92
515,LW,68,70,72
515,LMC,73,75,77
515,HG,60,62,65
515,SB,42,46,49
515,MKT,73,75,78
515,HYW,69,73,78
517,LW,66,68,71
517,LMC,71,73,76
517,HG,64,67,70
517,SB,54,57,59
517,MKT,72,75,77
517,HYW,72,77,81
518,LW,70,74,78
518,LMC,75,79,83
518,HG,58,61,64
518,SB,60,64,69
518,MKT,75,79,83
518,HYW,66,71,76
519,LW,72,76,79
519,LMC,77,81,84
519,HG,61,64,67
519,SB,55,59,62
519,MKT,77,81,84
519,HYW,69,73,78
521,LW,67,71,73
521,LMC,72,76,78
521,HG,59,61,64
521,SB,66,70,74
521,MKT,71,74,77
521,HYW,69,74,79
522,LW,91,94,99
522,LMC,96,100,104
522,HG,80,83,87
522,SB,80,84,88
522,MKT,96,98,103
522,HYW,87,92,96
523,LW,87,94,102
523,LMC,92,101,107
523,HG,71,79,86
523,SB,75,84,91
523,MKT,90,99,104
523,HYW,80,88,94
524,LW,50,52,55
524,LMC,55,57,60
524,HG,41,43,47
524,SB,43,49,52
524,MKT,55,58,61
524,HYW,55,62,66
525,LW,65,69,73
525,LMC,70,74,78
525,HG,55,57,60
525,SB,64,67,70
525,MKT,71,74,77
525,HYW,67,71,76
526,LW,73,76,80
526,LMC,78,81,85
526,HG,59,61,65
526,SB,67,70,75
526,MKT,76,80,84
526,HYW,72,75,80
527,LW,56,59,62
527,LMC,61,64,67
527,HG,46,47,50
527,SB,44,47,51
527,MKT,62,65,68
527,HYW,59,64,70
528,LW,79,83,88
528,LMC,84,88,93
528,HG,66,70,75
528,SB,63,67,71
528,MKT,84,88,93
528,HYW,74,78,85
529,LW,60,64,68
529,LMC,65,69,73
529,HG,51,54,57
529,SB,54,57,61
529,MKT,66,69,73
529,HYW,63,69,73
531,LW,73,77,83
531,LMC,78,82,88
531,HG,77,81,85
531,SB,82,85,89
531,MKT,78,83,87
531,HYW,85,88,92
532,LW,59,64,68
532,LMC,64,69,73
532,HG,75,80,84
532,SB,87,93,99
532,MKT,61,66,70
532,HYW,70,75,80
533,LW,80,83,86
533,LMC,85,88,91
533,HG,77,80,83
533,SB,82,86,90
533,MKT,94,97,102
533,HYW,87,90,94
541,LW,55,62,70
541,LMC,60,67,75
541,HG,52,55,60
541,SB,73,77,81
541,MKT,61,69,76
541,HYW,71,76,81
543S,LW,55,61,67
543S,LMC,60,66,72
543S,HG,34,38,45
543S,SB,74,79,85
543S,MKT,62,66,73
543S,HYW,71,75,83
544,LW,54,61,70
544,LMC,59,66,75
544,HG,56,60,65
544,SB,80,83,88
544,MKT,61,67,76
544,HYW,70,76,83
545,LW,40,42,44
545,LMC,45,47,49
545,HG,59,64,71
545,SB,94,97,99
545,MKT,43,45,48
545,HYW,52,55,57
547,LW,33,36,39
547,LMC,38,41,44
547,HG,54,60,66
547,SB,87,91,94
547,MKT,37,39,43
547,HYW,46,49,53
548S,LW,38,43,52
548S,LMC,43,48,57
548S,HG,61,69,75
548S,SB,93,99,107
548S,MKT,41,46,54
548S,HYW,50,56,64
610S,LW,38,40,43
610S,LMC,43,45,48
610S,HG,58,65,71
610S,SB,92,95,98
610S,MKT,41,44,46
610S,HYW,51,53,56
620S,LW,21,21,21
620S,LMC,48,52,58
620S,HG,70,76,84
620S,SB,100,106,115
620S,MKT,23,31,36
620S,HYW,40,47,52
623,LW,39,41,43
623,LMC,44,46,48
623,HG,55,61,67
623,SB,93,96,99
623,MKT,42,44,46
623,HYW,52,54,56
624S,LW,26,27,28
624S,LMC,31,32,33
624S,HG,48,53,59
624S,SB,81,83,85
624S,MKT,26,29,31
624S,HYW,38,40,42
625,LW,23,24,25
625,LMC,28,29,30
625,HG,48,51,57
625,SB,78,81,83
625,MKT,27,29,31
625,HYW,36,38,40
626,LW,21,22,23
626,LMC,26,27,28
626,HG,39,43,49
626,SB,75,78,80
626,MKT,24,26,28
626,HYW,34,36,38
627,LW,19,20,21
627,LMC,24,25,26
627,HG,38,45,49
627,SB,75,78,81
627,MKT,25,27,29
627,HYW,35,37,39
628,LW,20,22,22
628,LMC,25,27,27
628,HG,44,49,56
628,SB,79,82,85
628,MKT,28,30,32
628,HYW,35,37,40
631S,LW,55,58,60
631S,LMC,60,63,65
631S,MKT,66,68,71
631S,HYW,71,74,77
634,LW,42,44,47
634,LMC,47,49,52
634,HG,66,71,76
634,SB,100,103,106
634,MKT,48,50,52
634,HYW,57,60,62
711S,LW,83,94,114
711S,LMC,88,102,
711S,MKT,94,106,
711S,HYW,96,106,
720,LW,64,,
720,LMC,69,,
720,MKT,93,,
720,HYW,78,,
722S,LW,39,41,42
722S,LMC,44,46,47
722S,MKT,51,53,55
722S,HYW,52,57,60
723,LW,31,33,34
723,LMC,36,38,39
723,HG,62,67,71
723,SB,97,99,101
723,MKT,44,45,47
723,HYW,40,46,50
725,LW,35,36,37
725,LMC,40,41,42
725,MKT,45,48,49
725,HYW,49,53,56
726,LW,28,30,31
726,LMC,33,35,36
726,HG,57,62,67
726,SB,91,93,96
726,MKT,39,41,44
726,HYW,41,45,49
729,LW,42,43,45
729,LMC,47,48,50
729,SB,110,114,118
729,MKT,53,55,58
729,HYW,53,58,63
732S,LW,60,62,64
732S,LMC,65,67,69
732S,SB,110,114,118
732S,MKT,72,73,75
732S,HYW,81,82,84
755,LW,44,45,47
755,LMC,49,50,52
755,HG,96,99,102
755,SB,90,93,96
755,MKT,54,57,59
755,HYW,63,65,68
756S,LW,59,60,61
756S,LMC,64,65,66
756S,HG,98,102,107
756S,SB,107,111,115
756S,MKT,69,71,73
756S,HYW,73,76,79
757,LW,70,71,72
757,LMC,75,76,77
757,MKT,80,82,83
757,HYW,88,90,92
758,LW,46,47,48
758,LMC,51,52,53
758,HG,75,79,83
758,SB,87,91,95
758,MKT,58,59,60
758,HYW,66,67,69
759,LW,51,52,53
759,LMC,56,57,58
759,HG,101,105,108
759,SB,100,103,106
759,MKT,64,65,67
759,HYW,70,73,75
820,LW,99,103,107
820,LMC,105,110,114
820,HYW,115,119,
822,LW,75,79,84
822,LMC,80,84,89
822,MKT,93,98,103
822,HYW,97,100,105
825,LW,94,97,100
825,LMC,99,102,106
825,HYW,111,115,118
826S,LW,79,81,85
826S,LMC,84,86,90
826S,MKT,96,101,106
826S,HYW,99,103,107
827,LW,94,97,101
827,LMC,99,102,107
827,HYW,111,115,118
831,LW,85,87,89
831,LMC,90,92,94
831,HG,113,118,
831,MKT,103,105,107
831,HYW,105,107,110
835,LW,95,101,106
835,LMC,101,107,112
836,LW,78,79,81
836,LMC,83,84,86
836,HG,99,105,110
836,SB,112,114,117
836,MKT,89,91,93
836,HYW,98,100,102
837,LW,83,84,86
837,LMC,88,89,91
837,HG,103,107,114
837,MKT,114,117,
837,HYW,104,107,109
838,LW,75,76,77
838,LMC,80,81,82
838,HG,106,110,117
838,MKT,94,96,97
838,HYW,103,104,106
839,LW,87,91,95
839,LMC,92,96,100
839,HG,112,116,
839,MKT,107,109,112
839,HYW,111,114,117
950S,LW,106,110,114
950S,LMC,112,116,
950S,HG,107,112,119
950S,SB,85,87,90
950S,MKT,108,113,116
950S,HYW,114,117,
975,LW,86,88,91
975,LMC,91,93,96
975,HG,86,91,95
975,SB,90,94,99
975,MKT,109,112,115
975,HYW,100,105,111
