from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
173,HG,115,,
173,MKT,109,111,113
173,HYW,118,,
174,LW,80,81,83
174,LMC,85,86,88
174,HG,112,116,
174,SB,119,,
174,MKT,94,96,97
174,HYW,103,105,106
175S,LW,75,77,78
175S,LMC,80,82,83
175S,HG,105,109,115
175S,SB,112,115,118
175S,MKT,86,87,89
175S,HYW,95,96,98
181S,LW,89,93,96
181S,LMC,94,98,102
181S,HG,113,118,
181S,SB,119,,
181S,MKT,105,109,113
181S,HYW,114,118,
191,LW,84,86,87
191,LMC,89,91,92
191,HG,110,114,
191,MKT,105,112,119
191,HYW,113,116,
193S,LW,106,108,110
193S,LMC,112,114,117
196,LW,118,,
197,LW,117,,
211,LW,67,68,69
211,LMC,72,73,74
211,HG,70,75,80
211,SB,80,82,85
211,MKT,77,79,80
211,HYW,86,87,89
212,LW,64,65,66
212,LMC,69,70,71
212,HG,69,73,79
212,SB,81,83,86
212,MKT,75,76,77
212,HYW,84,85,86
213S,LW,61,62,63
213S,LMC,66,67,68
213S,HG,77,80,83
213S,SB,80,82,84
213S,MKT,71,72,74
213S,HYW,80,82,83
214,LW,59,60,62
214,LMC,64,65,67
214,HG,70,73,75
214,SB,70,72,74
214,MKT,70,72,73
214,HYW,78,79,81
217,LW,58,59,60
217,LMC,63,64,65
217,HG,77,80,82
217,SB,78,80,82
217,MKT,69,71,72
217,HYW,78,80,81
220S,LW,65,66,67
220S,LMC,70,71,72
220S,HG,80,84,88
220S,SB,86,87,89
220S,MKT,76,77,78
220S,HYW,85,86,87
221,LW,59,60,61
221,LMC,64,65,66
221,HG,79,81,83
221,SB,80,82,84
221,MKT,70,71,72
221,HYW,79,80,82
222,LW,57,58,59
222,LMC,62,63,64
222,HG,77,79,81
222,SB,78,80,83
222,MKT,68,69,70
222,HYW,77,78,80
225,LW,64,65,66
225,LMC,69,70,71
225,HG,73,77,81
225,SB,81,83,85
225,MKT,75,76,77
225,HYW,84,85,87
227,LW,59,60,61
227,LMC,64,65,66
227,HG,78,80,83
227,SB,80,82,84
227,MKT,70,71,72
227,HYW,79,80,82
228,LW,60,61,62
228,LMC,65,66,67
228,HG,72,77,81
228,SB,80,82,84
228,MKT,71,72,73
228,HYW,80,81,82
229,LW,58,59,60
229,LMC,63,64,65
229,HG,74,78,80
229,SB,79,80,82
229,MKT,69,70,71
229,HYW,78,79,80
231,LW,59,60,62
231,LMC,64,65,67
231,HG,82,86,89
231,SB,92,94,96
231,MKT,70,72,74
231,HYW,79,81,82
232,LW,62,63,65
232,LMC,67,68,70
232,HG,84,86,90
232,SB,89,91,93
232,MKT,75,77,79
232,HYW,85,86,88
233,LW,64,65,67
233,LMC,69,70,72
233,HG,84,88,92
233,SB,94,96,98
233,MKT,76,77,78
233,HYW,86,87,88
234,LW,57,59,60
234,LMC,62,64,65
234,HG,85,87,90
234,SB,90,92,95
234,MKT,68,70,72
234,HYW,77,79,80
235,LW,65,67,69
235,LMC,70,72,74
235,HG,82,85,90
235,SB,89,92,96
235,MKT,77,79,80
235,HYW,86,88,89
236,LW,65,66,67
236,LMC,70,71,72
236,HG,83,85,87
236,SB,82,84,86
236,MKT,75,76,78
236,HYW,84,85,87
237,LW,61,62,63
237,LMC,66,67,68
237,HG,86,90,92
237,SB,90,91,93
237,MKT,71,73,74
237,HYW,80,82,83
241,LW,50,51,52
241,LMC,55,56,57
241,HG,76,79,81
241,SB,80,82,84
241,MKT,61,63,64
241,HYW,71,72,74
242,LW,57,58,59
242,LMC,62,63,64
242,HG,83,86,89
242,SB,88,89,91
242,MKT,67,69,71
242,HYW,76,78,80
243,LW,60,61,63
243,LMC,65,66,68
243,HG,80,84,86
243,SB,82,84,87
243,MKT,71,72,74
243,HYW,80,82,83
244,LW,58,59,62
244,LMC,63,64,67
244,HG,82,85,88
244,SB,85,88,90
244,MKT,68,71,73
244,HYW,78,80,82
245,LW,62,63,64
245,LMC,67,68,69
245,HG,79,83,86
245,SB,84,85,88
245,MKT,72,74,76
245,HYW,82,83,85
246,LW,59,59,61
246,LMC,64,64,66
246,HG,82,86,90
246,SB,90,92,94
