from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
173,HG,115,,
173,MKT,110,111,114
173,HYW,119,,
174,LW,80,82,83
174,LMC,85,87,88
174,HG,110,115,119
174,SB,118,,
174,MKT,94,96,98
174,HYW,103,105,107
175S,LW,75,77,78
175S,LMC,80,82,83
175S,HG,104,109,115
175S,SB,112,115,117
175S,MKT,86,87,88
175S,HYW,95,96,98
181S,LW,88,92,95
181S,LMC,93,97,101
181S,HG,113,119,
181S,SB,118,,
181S,MKT,105,108,112
181S,HYW,114,117,
191,LW,84,85,87
191,LMC,89,90,92
191,HG,109,115,
191,MKT,108,115,
191,HYW,114,119,
193S,LW,106,108,109
193S,LMC,112,114,117
196,LW,119,,
197,LW,118,,
211,LW,67,68,69
211,LMC,72,73,74
211,HG,71,75,79
211,SB,80,83,84
211,MKT,78,79,80
211,HYW,86,87,89
212,LW,64,65,66
212,LMC,69,70,71
212,HG,70,72,78
212,SB,81,83,86
212,MKT,74,76,78
212,HYW,84,85,87
213S,LW,61,62,63
213S,LMC,66,67,68
213S,HG,77,80,83
213S,SB,80,82,84
213S,MKT,71,72,73
213S,HYW,80,81,83
214,LW,59,60,62
214,LMC,64,65,67
214,HG,71,73,75
214,SB,70,72,74
214,MKT,70,71,73
214,HYW,78,79,81
217,LW,58,59,60
217,LMC,63,64,65
217,HG,78,80,82
217,SB,79,81,82
217,MKT,69,70,71
217,HYW,78,79,81
220S,LW,65,66,67
220S,LMC,70,71,72
220S,HG,79,83,87
220S,SB,86,88,90
220S,MKT,76,77,78
220S,HYW,85,86,87
221,LW,59,60,61
221,LMC,64,65,66
221,HG,79,81,84
221,SB,80,82,84
221,MKT,70,71,72
221,HYW,79,80,82
222,LW,57,58,59
222,LMC,62,63,64
222,HG,78,80,82
222,SB,79,80,82
222,MKT,67,69,71
222,HYW,76,78,80
225,LW,64,65,66
225,LMC,69,70,71
225,HG,72,76,80
225,SB,80,82,84
225,MKT,75,76,77
225,HYW,84,85,86
227,LW,59,60,61
227,LMC,64,65,66
227,HG,79,81,83
227,SB,80,82,85
227,MKT,70,71,73
227,HYW,79,80,82
228,LW,60,61,62
228,LMC,65,66,67
228,HG,72,76,80
228,SB,80,82,84
228,MKT,71,72,74
228,HYW,80,81,83
229,LW,58,59,60
229,LMC,63,64,65
229,HG,73,76,80
229,SB,79,81,83
229,MKT,69,70,71
229,HYW,78,79,81
231,LW,59,61,62
231,LMC,64,66,67
231,HG,82,85,89
231,SB,92,94,96
231,MKT,70,71,73
231,HYW,79,81,82
232,LW,62,64,65
232,LMC,67,69,70
232,HG,83,88,91
232,SB,89,91,93
232,MKT,76,77,79
232,HYW,85,86,88
233,LW,64,65,67
233,LMC,69,70,72
233,HG,86,88,93
233,SB,94,96,98
233,MKT,76,77,79
233,HYW,85,87,88
234,LW,57,58,59
234,LMC,62,63,64
234,HG,85,87,90
234,SB,91,93,95
234,MKT,68,69,71
234,HYW,77,78,80
235,LW,64,66,68
235,LMC,69,71,73
235,HG,81,86,91
235,SB,90,92,95
235,MKT,77,79,80
235,HYW,86,88,89
236,LW,65,66,67
236,LMC,70,71,72
236,HG,83,85,88
236,SB,82,84,86
236,MKT,75,77,78
236,HYW,84,86,87
237,LW,61,62,63
237,LMC,66,67,68
237,HG,87,89,92
237,SB,89,91,93
237,MKT,71,72,74
237,HYW,81,82,83
241,LW,50,51,52
241,LMC,55,56,57
241,HG,77,80,82
241,SB,80,82,84
241,MKT,61,62,64
241,HYW,71,72,73
242,LW,57,58,59
242,LMC,62,63,64
242,HG,84,87,90
242,SB,88,89,91
242,MKT,67,69,70
242,HYW,77,78,80
243,LW,60,61,63
243,LMC,65,66,68
243,HG,80,83,86
243,SB,83,85,87
243,MKT,70,72,74
243,HYW,79,81,83
244,LW,59,60,62
244,LMC,64,65,67
244,HG,83,86,88
244,SB,85,88,90
244,MKT,69,72,74
244,HYW,78,81,83
245,LW,62,63,64
245,LMC,67,68,69
245,HG,78,82,85
245,SB,83,85,88
245,MKT,72,74,75
245,HYW,81,83,84
246,LW,59,60,61
246,LMC,64,65,66
246,HG,84,87,91
246,SB,91,92,94
246,MKT,69,70,72
246,HYW,79,79,81
247,LW,58,60,61
247,LMC,63,65,66
247,HG,87,89,92
247,SB,88,91,93
247,MKT,69,71,73
247,HYW,79,80,82
251S,LW,65,66,67
251S,LMC,70,71,72
251S,HG,71,73,75
251S,SB,72,74,76
251S,MKT,78,79,80
251S,HYW,79,85,87
252,LW,71,72,73
252,LMC,76,77,78
252,HG,77,80,82
252,SB,79,81,83
252,MKT,85,86,87
252,HYW,87,91,93
253,LW,61,62,65
253,LMC,66,67,70
253,HG,76,77,80
253,SB,76,78,80
253,MKT,78,80,82
253,HYW,81,83,87
254,LW,66,67,69
254,LMC,71,72,74
254,HG,78,80,83
254,SB,76,78,81
254,MKT,87,88,90
254,HYW,84,88,92
255,LW,65,66,67
255,LMC,70,71,72
255,HG,75,78,80
255,SB,74,76,77
255,MKT,79,82,86
255,HYW,82,85,88
260,LW,60,61,62
260,LMC,65,66,67
260,HG,72,74,77
260,SB,70,71,73
260,MKT,71,72,73
260,HYW,78,80,82
261,LW,72,74,77
261,LMC,77,79,82
261,HG,93,94,97
261,SB,91,93,95
261,MKT,83,86,90
261,HYW,92,95,98
262,LW,71,72,74
262,LMC,76,77,79
262,HG,90,92,94
262,SB,88,90,92
262,MKT,85,87,89
262,HYW,92,94,96
263,LW,65,66,67
263,LMC,70,71,72
263,HG,93,96,100
263,SB,87,90,93
263,MKT,81,83,85
263,HYW,87,90,93
264,LW,64,65,66
264,LMC,69,70,71
264,HG,79,81,83
264,SB,78,79,81
264,MKT,76,79,83
264,HYW,84,86,89
265,LW,62,63,64
265,LMC,67,68,69
265,HG,80,82,84
265,SB,79,82,84
265,MKT,78,80,82
265,HYW,85,87,89
266,LW,60,61,62
266,LMC,65,66,67
266,HG,79,82,84
266,SB,82,84,86
266,MKT,75,76,77
266,HYW,84,85,86
267,LW,58,59,60
267,LMC,63,64,65
267,HG,76,78,81
267,SB,78,80,82
267,MKT,69,70,72
267,HYW,78,79,81
268,LW,55,56,57
268,LMC,60,61,62
268,HG,79,81,84
268,SB,78,80,82
268,MKT,66,67,68
268,HYW,75,76,77
269,LW,85,88,92
269,LMC,90,93,97
269,HG,91,94,98
269,SB,89,92,96
269,MKT,98,105,113
269,HYW,97,101,106
271,LW,49,50,51
271,LMC,54,55,56
271,HG,72,74,77
271,SB,71,73,75
271,MKT,59,61,62
271,HYW,69,70,71
272,LW,55,56,58
272,LMC,60,61,63
272,HG,85,87,90
272,SB,84,86,88
272,MKT,65,67,69
272,HYW,74,77,79
280,LW,66,67,68
280,LMC,71,72,73
280,HG,85,90,95
280,SB,96,98,101
280,MKT,80,81,83
280,HYW,88,90,91
281,LW,60,62,63
281,LMC,65,67,68
281,HG,96,100,102
281,SB,97,100,102
281,MKT,75,76,77
281,HYW,83,85,86
282,LW,57,58,59
282,LMC,62,63,64
282,HG,94,98,100
282,SB,93,96,98
282,MKT,69,70,72
282,HYW,78,80,81
283,LW,60,62,63
283,LMC,65,67,68
283,HG,96,98,101
283,SB,98,101,103
283,MKT,76,77,79
283,HYW,84,86,87
284,LW,57,58,59
284,LMC,62,63,64
284,HG,91,94,97
284,SB,96,98,100
284,MKT,67,69,70
284,HYW,77,78,79
285,LW,60,62,63
285,LMC,65,67,68
285,HG,90,93,95
285,SB,94,96,98
285,MKT,71,73,75
285,HYW,80,82,84
286,LW,73,74,76
286,LMC,78,79,81
286,HG,88,91,94
286,SB,93,96,98
286,MKT,85,87,90
286,HYW,94,96,98
287,LW,58,59,61
287,LMC,63,64,66
287,HG,89,93,97
287,SB,95,97,99
287,MKT,71,72,73
287,HYW,80,81,82
288S,LW,86,89,92
288S,LMC,91,94,97
288S,MKT,119,,
288S,HYW,111,114,117
290,LW,78,79,82
290,LMC,83,84,87
290,HG,94,98,103
290,SB,103,107,113
290,MKT,94,96,99
290,HYW,100,102,105
291,LW,65,66,67
291,LMC,70,71,72
291,HG,86,93,98
291,SB,102,104,106
291,MKT,78,79,81
291,HYW,86,88,89
292,LW,72,74,75
292,LMC,77,79,80
292,HG,95,100,106
292,SB,110,112,115
292,MKT,94,96,98
292,HYW,96,99,102
293S,LW,77,78,79
293S,LMC,82,83,84
293S,HG,95,99,105
293S,SB,110,111,115
293S,MKT,92,95,97
293S,HYW,98,101,103
294,LW,70,71,72
294,LMC,75,76,77
294,HG,91,96,101
294,SB,107,109,110
294,MKT,83,84,85
294,HYW,92,93,94
295,LW,66,67,68
295,LMC,71,72,73
295,HG,87,92,98
295,SB,103,105,108
295,MKT,79,80,82
295,HYW,88,89,91
297,LW,75,75,77
297,LMC,80,80,82
297,HG,92,99,105
297,SB,112,115,117
297,MKT,88,89,90
297,HYW,96,98,99
298,LW,71,71,73
298,LMC,76,76,78
298,HG,94,98,104
298,SB,106,108,111
298,MKT,83,84,85
298,HYW,92,93,94
320S,LW,71,73,75
320S,LMC,76,78,80
320S,HG,94,96,99
320S,SB,90,93,95
320S,MKT,102,105,108
320S,HYW,101,103,106
322,LW,75,78,81
322,LMC,80,83,86
322,HG,70,76,80
322,SB,77,81,83
322,MKT,95,98,102
322,HYW,87,91,95
323,LW,71,72,73
323,LMC,76,77,78
323,HG,70,74,76
323,SB,72,74,76
323,MKT,81,84,90
323,HYW,81,85,88
325,LW,73,74,76
325,LMC,78,79,81
325,HG,81,84,88
325,SB,82,85,87
325,MKT,86,87,88
325,HYW,88,91,93
326,LW,65,66,68
326,LMC,70,71,73
326,HG,80,81,84
326,SB,78,80,83
326,MKT,83,84,86
326,HYW,87,91,92
327,LW,69,71,73
327,LMC,74,76,78
327,HG,92,95,99
327,SB,89,92,95
327,MKT,80,82,84
327,HYW,88,90,92
328,LW,73,74,76
328,LMC,78,79,81
328,HG,86,90,93
328,SB,83,85,88
328,MKT,94,96,99
328,HYW,93,96,100
335,LW,92,94,96
335,LMC,97,99,102
335,HG,90,93,97
335,SB,75,80,85
335,MKT,109,112,115
335,HYW,99,103,107
350,LW,80,82,83
350,LMC,85,87,88
350,HG,108,111,114
350,SB,97,100,103
350,MKT,101,104,107
350,HYW,107,111,113
351,LW,86,88,89
351,LMC,91,93,94
351,HG,94,98,100
351,SB,94,96,99
351,MKT,92,95,98
351,HYW,100,103,105
423S,LW,56,58,59
423S,LMC,61,63,64
423S,HG,64,69,73
423S,SB,39,42,45
423S,MKT,59,60,62
423S,HYW,68,69,71
424,LW,56,57,58
424,LMC,61,62,63
424,HG,57,67,71
424,SB,32,34,37
424,MKT,58,60,62
424,HYW,68,69,71
426,LW,73,75,78
426,LMC,78,80,83
426,HG,77,83,88
426,SB,48,51,54
426,MKT,75,78,80
426,HYW,83,86,88
442,LW,90,93,98
442,LMC,95,99,104
442,HG,78,82,86
442,SB,59,63,67
442,MKT,94,97,102
442,HYW,86,91,96
510,LW,62,65,67
510,LMC,67,70,72
510,HG,58,61,63
510,SB,36,39,42
510,MKT,67,70,73
510,HYW,67,73,76
511,LW,82,85,89
511,LMC,87,90,94
511,HG,74,77,82
511,SB,44,47,51
511,MKT,87,90,94
511,HYW,83,88,93
512,LW,73,75,78
512,LMC,78,80,83
512,HG,66,69,73
512,SB,48,50,54
512,MKT,77,80,82
512,HYW,75,80,83
514,LW,83,86,90
514,LMC,88,91,95
514,HG,72,77,80
514,SB,57,60,65
514,MKT,89,91,95
514,HYW,82,86,91
515,LW,67,70,72
515,LMC,72,75,77
515,HG,61,63,67
515,SB,43,46,49
515,MKT,72,75,77
515,HYW,69,74,79
517,LW,66,68,71
517,LMC,71,73,76
517,HG,64,66,69
517,SB,54,57,60
517,MKT,72,75,76
517,HYW,74,77,81
518,LW,70,74,77
518,LMC,75,79,82
518,HG,57,60,63
518,SB,61,64,68
518,MKT,75,78,81
518,HYW,66,71,77
519,LW,72,75,79
519,LMC,77,80,84
519,HG,61,64,67
519,SB,55,58,63
519,MKT,77,80,83
519,HYW,69,73,79
521,LW,67,71,74
521,LMC,72,76,79
521,HG,59,61,65
521,SB,67,70,74
521,MKT,71,75,78
521,HYW,69,73,77
522,LW,90,94,99
522,LMC,95,100,104
522,HG,79,82,85
522,SB,79,83,88
522,MKT,95,98,103
522,HYW,87,92,96
523,LW,84,91,100
523,LMC,89,96,106
523,HG,68,76,83
523,SB,73,81,89
523,MKT,88,95,104
523,HYW,77,86,92
524,LW,50,52,55
524,LMC,55,57,60
524,HG,42,44,46
524,SB,46,49,52
524,MKT,55,58,61
524,HYW,54,63,66
525,LW,65,69,73
525,LMC,70,74,78
525,HG,54,57,61
525,SB,64,67,71
525,MKT,71,74,78
525,HYW,66,71,77
526,LW,73,76,79
526,LMC,78,81,84
526,HG,59,62,66
526,SB,66,70,73
526,MKT,76,80,83
526,HYW,70,74,78
527,LW,56,59,63
527,LMC,61,64,68
527,HG,46,48,51
527,SB,42,45,50
527,MKT,61,64,67
527,HYW,60,66,71
528,LW,79,83,88
528,LMC,84,88,93
528,HG,65,70,75
528,SB,63,67,71
528,MKT,84,88,92
528,HYW,75,79,85
529,LW,59,63,67
529,LMC,64,68,72
529,HG,50,54,56
529,SB,53,57,61
529,MKT,65,69,72
529,HYW,60,66,71
531,LW,74,78,85
531,LMC,79,83,90
531,HG,78,81,85
531,SB,83,87,92
531,MKT,78,84,90
531,HYW,86,89,92
532,LW,59,63,69
532,LMC,64,68,74
532,HG,76,81,86
532,SB,87,93,98
532,MKT,61,65,70
532,HYW,70,75,79
533,LW,79,83,86
533,LMC,84,88,91
533,HG,75,79,83
533,SB,83,86,89
533,MKT,93,96,100
533,HYW,86,90,94
541,LW,57,66,73
541,LMC,62,71,78
541,HG,52,55,59
541,SB,74,78,81
541,MKT,63,71,79
541,HYW,72,77,82
543S,LW,57,63,71
543S,LMC,62,68,76
543S,HG,35,41,48
543S,SB,76,81,87
543S,MKT,63,69,76
543S,HYW,72,78,85
544,LW,54,62,70
544,LMC,59,67,75
544,HG,56,61,65
544,SB,79,84,88
544,MKT,60,69,76
544,HYW,69,78,83
545,LW,40,42,43
545,LMC,45,47,48
545,HG,59,64,69
545,SB,94,96,100
545,MKT,42,45,47
545,HYW,52,54,56
547,LW,32,36,39
547,LMC,37,41,44
547,HG,55,61,66
547,SB,87,91,95
547,MKT,36,39,43
547,HYW,45,48,52
548S,LW,38,42,51
548S,LMC,43,47,56
548S,HG,57,64,73
548S,SB,94,97,109
548S,MKT,41,46,56
548S,HYW,51,56,65
610S,LW,38,40,42
610S,LMC,43,45,47
610S,HG,58,64,70
610S,SB,92,95,98
610S,MKT,41,44,46
610S,HYW,50,53,55
620S,LW,21,21,21
620S,LMC,49,52,58
620S,HG,69,76,83
620S,SB,100,105,114
620S,MKT,23,29,36
620S,HYW,38,45,51
623,LW,39,40,43
623,LMC,44,45,48
623,HG,58,62,68
623,SB,93,96,98
623,MKT,42,44,46
623,HYW,52,54,56
624S,LW,25,27,28
624S,LMC,30,32,33
624S,HG,49,53,56
624S,SB,80,83,86
624S,MKT,27,29,32
624S,HYW,38,40,43
625,LW,23,24,26
625,LMC,28,29,31
625,HG,47,52,57
625,SB,78,81,84
625,MKT,27,28,31
625,HYW,36,38,39
626,LW,21,22,23
626,LMC,26,27,28
626,HG,38,43,49
626,SB,75,77,80
626,MKT,24,26,28
626,HYW,33,35,37
627,LW,19,20,21
627,LMC,24,25,26
627,HG,39,45,48
627,SB,76,78,80
627,MKT,25,27,29
627,HYW,35,36,39
628,LW,21,22,23
628,LMC,26,27,28
628,HG,44,49,54
628,SB,79,82,85
628,MKT,28,30,32
628,HYW,36,38,40
631S,LW,55,58,60
631S,LMC,60,63,65
631S,MKT,66,68,71
631S,HYW,70,74,77
634,LW,42,44,46
634,LMC,47,49,51
634,HG,66,71,75
634,SB,100,103,105
634,MKT,48,50,52
634,HYW,57,59,62
711S,LW,84,98,111
711S,LMC,89,104,117
711S,MKT,97,109,
711S,HYW,99,108,119
720,LW,60,,
720,LMC,65,,
720,MKT,91,,
720,HYW,75,,
722S,LW,39,40,42
722S,LMC,44,45,47
722S,MKT,51,53,55
722S,HYW,50,56,60
723,LW,31,33,34
723,LMC,36,38,39
723,HG,63,67,74
723,SB,96,99,101
723,MKT,43,44,46
723,HYW,41,46,50
725,LW,35,36,37
725,LMC,40,41,42
725,MKT,46,48,50
725,HYW,49,53,57
726,LW,28,29,31
726,LMC,33,34,36
726,HG,58,62,66
726,SB,91,93,96
726,MKT,39,41,43
726,HYW,41,45,49
729,LW,42,43,46
729,LMC,47,48,51
729,SB,109,112,116
729,MKT,53,55,58
729,HYW,52,58,62
732S,LW,61,62,64
732S,LMC,66,67,69
732S,SB,111,115,119
732S,MKT,72,73,75
732S,HYW,81,83,84
755,LW,43,45,47
755,LMC,48,50,52
755,HG,94,97,101
755,SB,89,92,96
755,MKT,55,57,59
755,HYW,64,66,68
756S,LW,58,59,61
756S,LMC,63,64,66
756S,HG,99,104,109
756S,SB,107,111,115
756S,MKT,69,71,73
756S,HYW,72,76,78
757,LW,70,71,72
757,LMC,75,76,77
757,MKT,81,82,83
757,HYW,88,90,92
758,LW,46,47,48
758,LMC,51,52,53
758,HG,74,79,83
758,SB,88,92,95
758,MKT,58,59,60
758,HYW,66,67,69
759,LW,51,52,54
759,LMC,56,57,59
759,HG,103,106,108
759,SB,100,103,106
759,MKT,64,65,67
759,HYW,70,72,74
820,LW,99,104,107
820,LMC,105,110,114
820,HYW,115,118,
822,LW,74,79,82
822,LMC,79,84,87
822,MKT,92,97,103
822,HYW,96,99,103
825,LW,94,98,101
825,LMC,99,103,107
825,HYW,110,115,118
826S,LW,78,81,84
826S,LMC,83,86,89
826S,MKT,96,102,107
826S,HYW,100,103,107
827,LW,94,98,102
827,LMC,99,104,108
827,HYW,111,115,118
831,LW,85,86,88
831,LMC,90,91,93
831,HG,112,118,
831,MKT,103,105,107
831,HYW,104,107,110
835,LW,96,101,106
835,LMC,101,106,112
836,LW,78,80,82
836,LMC,83,85,87
836,HG,97,105,111
836,SB,112,115,118
836,MKT,90,91,93
836,HYW,99,100,102
837,LW,83,85,86
837,LMC,88,90,91
837,HG,101,108,115
837,MKT,111,117,
837,HYW,104,107,110
838,LW,75,76,77
838,LMC,80,81,82
838,HG,105,111,116
838,MKT,94,96,97
838,HYW,103,104,105
839,LW,87,90,94
839,LMC,92,95,99
839,HG,110,115,119
839,MKT,107,109,112
839,HYW,111,113,116
950S,LW,105,109,113
950S,LMC,112,116,
950S,HG,109,114,119
950S,SB,83,87,91
950S,MKT,109,112,116
950S,HYW,114,117,
975,LW,87,89,91
975,LMC,92,94,96
975,HG,87,92,97
975,SB,90,94,101
975,MKT,108,111,115
975,HYW,101,105,111
