id,lon,lat,snap_lat_1600,snap_lon_1600,distance_1600,found_1600,snap_lat_5000,snap_lon_5000,distance_5000,found_5000,stable_route,classification
434,113.887010828039,22.3523189564629,,,,FALSE,22.3726838,113.9154038,3692.8815744166,TRUE,FALSE,requires_snap_radius_over_1600m
814,114.365169339492,22.3139469393471,,,,FALSE,22.3368872,114.3587624,2633.12707535352,TRUE,FALSE,requires_snap_radius_over_1600m
933,113.988539729508,22.1952395891749,,,,FALSE,22.2131489,113.9889941,1990.86385286598,TRUE,FALSE,requires_snap_radius_over_1600m
934,113.911495720585,22.1827760097152,,,,FALSE,22.206493,113.9121144,2636.50820632587,TRUE,FALSE,requires_snap_radius_over_1600m
158,114.212156918739,22.2682589137114,22.2686417,114.2124059,49.6523111453437,TRUE,22.2686417,114.2124059,49.6523111453437,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
167,114.249568019449,22.2581279595722,22.2580589,114.2494752,12.2491436688086,TRUE,22.2580589,114.2494752,12.2491436688086,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
176,114.171860375487,22.2392602598493,22.2381989,114.172279,125.566948250783,TRUE,22.2381989,114.172279,125.566948250783,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
183,114.175817818997,22.2595744245821,22.2590436,114.1757982,59.0266112086692,TRUE,22.2590436,114.1757982,59.0266112086692,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
194,114.210138996221,22.2439750933637,22.2451993,114.2099971,136.83040875826,TRUE,22.2451993,114.2099971,136.83040875826,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
196,114.239502961351,22.2320021347761,22.2320065,114.2403408,86.1908948087598,TRUE,22.2320065,114.2403408,86.1908948087598,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
197,114.247245222167,22.2332906577336,22.2332222,114.247478,25.1254508066846,TRUE,22.2332222,114.247478,25.1254508066846,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
198,114.217118421069,22.1998333968201,22.2051456,114.2146715,641.805702600903,TRUE,22.2051456,114.2146715,641.805702600903,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
289,114.219549334906,22.3458187626803,22.3458348,114.2196447,9.96305374704724,TRUE,22.3458348,114.2196447,9.96305374704724,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
310,114.13164135283,22.3986785360548,22.3987717,114.1319256,30.9868555555922,TRUE,22.3987717,114.1319256,30.9868555555922,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
331,114.096310524045,22.3894816477004,22.3885514,114.0974434,155.688221550998,TRUE,22.3885514,114.0974434,155.688221550998,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
332,114.080036063312,22.3785322358663,22.3785034,114.0798955,14.7959732672147,TRUE,22.3785034,114.0798955,14.7959732672147,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
333,114.078547401159,22.3925533208566,22.3926011,114.0785303,5.59304182908344,TRUE,22.3926011,114.0785303,5.59304182908344,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
340,114.051389449972,22.3762752957149,22.3764201,114.0520233,67.0960332665067,TRUE,22.3764201,114.0520233,67.0960332665067,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
411,114.020766220737,22.395751462092,22.3957287,114.0208577,9.73399482044959,TRUE,22.3957287,114.0208577,9.73399482044959,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
412,114.055382290722,22.405790222645,22.4058742,114.0554955,14.9127428935714,TRUE,22.4058742,114.0554955,14.9127428935714,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
413,114.03238066462,22.3857237133952,22.387855,114.0325974,237.900957626721,TRUE,22.387855,114.0325974,237.900957626721,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
414,114.001604688511,22.4022641141328,22.4007729,114.0016974,165.996597035617,TRUE,22.4007729,114.0016974,165.996597035617,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
415,113.990617565467,22.394463911488,22.3944797,113.9906058,2.13077352586506,TRUE,22.3944797,113.9906058,2.13077352586506,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
416,114.016680415937,22.4041645235187,22.4042799,114.0175775,93.057975665735,TRUE,22.4042799,114.0175775,93.057975665735,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
422,113.956418583078,22.3781242329263,22.3767559,113.9555174,178.047287848033,TRUE,22.3767559,113.9555174,178.047287848033,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
425,113.982562098875,22.3986722013916,22.3988488,113.9835238,100.743472502024,TRUE,22.3988488,113.9835238,100.743472502024,TRUE,FALSE,snapped_but_no_stable_p50_route_within_120min
