from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75,runs_present_p50,p50_run_sd,p50_run_range
152,SB,114.0,117.0,,5,0.8366600265340756,2.0
153,HG,90.0,94.0,98.0,5,0.4472135954999579,1.0
153,HYW,94.0,96.0,98.0,5,0.0,0.0
153,LMC,79.0,81.0,83.0,5,0.4472135954999579,1.0
153,LW,74.0,76.0,78.0,5,0.4472135954999579,1.0
153,MKT,85.0,87.0,88.0,5,0.5477225575051661,1.0
153,SB,99.0,102.0,107.0,5,0.8366600265340756,2.0
154,HG,101.0,106.0,110.0,5,0.0,0.0
154,HYW,102.0,104.0,107.0,5,0.5477225575051661,1.0
154,LMC,88.0,90.0,92.0,5,0.0,0.0
154,LW,83.0,85.0,87.0,5,0.0,0.0
154,MKT,93.0,95.0,98.0,5,0.5477225575051661,1.0
154,SB,109.0,113.0,117.0,5,0.4472135954999579,1.0
155,HG,96.0,100.0,106.0,5,1.140175425099138,3.0
155,HYW,96.0,97.0,99.0,5,0.0,0.0
155,LMC,79.0,80.0,81.0,5,0.0,0.0
155,LW,74.0,75.0,76.0,5,0.0,0.0
155,MKT,87.0,88.0,90.0,5,0.0,0.0
155,SB,106.0,110.0,113.0,5,0.5477225575051661,1.0
157,HG,93.0,97.0,102.0,5,0.8944271909999159,2.0
157,HYW,93.0,95.0,98.0,5,0.5477225575051661,1.0
157,LMC,78.0,81.0,83.0,5,0.5477225575051661,1.0
157,LW,73.0,76.0,78.0,5,0.5477225575051661,1.0
157,MKT,84.0,86.0,89.0,5,0.5477225575051661,1.0
157,SB,106.0,110.0,115.0,5,0.4472135954999579,1.0
161,HG,99.0,103.0,107.0,5,0.8944271909999159,2.0
161,HYW,98.0,101.0,103.0,5,0.5477225575051661,1.0
161,LMC,84.0,87.0,88.0,5,0.5477225575051661,1.0
161,LW,79.0,82.0,83.0,5,0.5477225575051661,1.0
161,MKT,89.0,92.0,94.0,5,0.5477225575051661,1.0
161,SB,112.0,116.0,119.0,5,0.8366600265340756,2.0
162,LMC,101.0,105.0,111.0,5,0.4472135954999579,1.0
162,LW,95.0,100.0,104.0,5,0.0,0.0
162,MKT,113.0,115.0,118.0,5,0.4472135954999579,1.0
163,HG,113.0,117.0,,5,0.4472135954999579,1.0
163,HYW,111.0,113.0,114.0,5,0.5477225575051661,1.0
163,LMC,96.0,98.0,100.0,5,0.0,0.0
163,LW,91.0,93.0,94.0,5,0.0,0.0
163,MKT,102.0,103.0,105.0,5,0.5477225575051661,1.0
164S,LMC,98.0,101.0,105.0,5,0.5477225575051661,1.0
164S,LW,93.0,96.0,99.0,5,0.8366600265340756,2.0
164S,MKT,109.0,111.0,114.0,5,0.5477225575051661,1.0
166,HG,107.0,112.0,116.0,5,1.0954451150103321,3.0
166,HYW,106.0,109.0,114.0,5,0.5477225575051661,1.0
166,LMC,91.0,94.0,99.0,5,0.5477225575051661,1.0
166,LW,86.0,89.0,94.0,5,0.5477225575051661,1.0
166,MKT,97.0,100.0,105.0,5,0.5477225575051661,1.0
171,HG,105.0,108.0,113.0,5,0.7071067811865476,2.0
171,HYW,107.0,110.0,112.0,5,0.5477225575051661,1.0
171,LMC,92.0,94.0,96.0,5,0.5477225575051661,1.0
171,LW,87.0,89.0,91.0,5,0.5477225575051661,1.0
171,MKT,98.0,100.0,103.0,5,0.5477225575051661,1.0
171,SB,115.0,118.0,,5,0.4472135954999579,1.0
172,HG,98.0,103.0,108.0,5,1.0,2.0
172,HYW,101.0,104.0,106.0,5,0.4472135954999579,1.0
172,LMC,87.0,90.0,92.0,5,0.5477225575051661,1.0
172,LW,82.0,85.0,87.0,5,0.5477225575051661,1.0
172,MKT,92.0,95.0,97.0,5,0.4472135954999579,1.0
172,SB,111.0,115.0,118.0,5,0.8366600265340756,2.0
173,LMC,102.0,104.0,106.0,5,0.5477225575051661,1.0
173,LW,97.0,98.0,100.0,5,0.4472135954999579,1.0
173,MKT,110.0,111.0,114.0,5,0.4472135954999579,1.0
174,HG,112.0,116.0,119.0,5,0.4472135954999579,1.0
174,HYW,103.0,105.0,107.0,5,0.0,0.0
174,LMC,85.0,87.0,88.0,5,0.4472135954999579,1.0
174,LW,80.0,82.0,83.0,5,0.4472135954999579,1.0
174,MKT,94.0,96.0,98.0,5,0.0,0.0
175S,HG,105.0,109.0,115.0,5,0.5477225575051661,1.0
175S,HYW,95.0,96.0,98.0,5,0.0,0.0
175S,LMC,80.0,82.0,83.0,5,0.0,0.0
175S,LW,75.0,77.0,78.0,5,0.0,0.0
175S,MKT,86.0,87.0,89.0,5,0.0,0.0
175S,SB,112.0,115.0,118.0,5,0.5477225575051661,1.0
181S,HG,113.0,118.0,,5,0.8366600265340756,2.0
181S,HYW,113.0,117.0,,5,0.7071067811865476,2.0
181S,LMC,93.0,97.0,101.0,5,0.7071067811865476,2.0
181S,LW,88.0,92.0,95.0,5,0.7071067811865476,2.0
181S,MKT,104.0,108.0,112.0,5,0.7071067811865476,2.0
191,HG,110.0,115.0,119.0,5,1.0,2.0
191,HYW,114.0,118.0,,5,1.3038404810405297,3.0
191,LMC,89.0,91.0,92.0,5,0.5477225575051661,1.0
191,LW,84.0,86.0,87.0,5,0.5477225575051661,1.0
191,MKT,108.0,113.0,119.0,5,1.3416407864998738,3.0
193S,LMC,112.0,114.0,116.0,5,0.0,0.0
193S,LW,106.0,107.0,109.0,5,0.5477225575051661,1.0
211,HG,71.0,75.0,79.0,5,0.4472135954999579,1.0
211,HYW,86.0,87.0,89.0,5,0.0,0.0
211,LMC,72.0,73.0,74.0,5,0.0,0.0
211,LW,67.0,68.0,69.0,5,0.0,0.0
211,MKT,78.0,79.0,80.0,5,0.0,0.0
211,SB,80.0,83.0,85.0,5,0.5477225575051661,1.0
212,HG,69.0,73.0,79.0,5,0.8366600265340756,2.0
212,HYW,84.0,85.0,86.0,5,0.0,0.0
212,LMC,69.0,70.0,71.0,5,0.0,0.0
212,LW,64.0,65.0,66.0,5,0.0,0.0
212,MKT,75.0,76.0,77.0,5,0.0,0.0
212,SB,81.0,83.0,86.0,5,0.4472135954999579,1.0
213S,HG,77.0,80.0,83.0,5,0.0,0.0
213S,HYW,80.0,82.0,83.0,5,0.5477225575051661,1.0
213S,LMC,66.0,67.0,68.0,5,0.0,0.0
213S,LW,61.0,62.0,63.0,5,0.0,0.0
213S,MKT,71.0,72.0,74.0,5,0.0,0.0
213S,SB,80.0,82.0,84.0,5,0.0,0.0
214,HG,71.0,73.0,75.0,5,0.4472135954999579,1.0
214,HYW,78.0,79.0,81.0,5,0.5477225575051661,1.0
214,LMC,64.0,65.0,67.0,5,0.0,0.0
214,LW,59.0,60.0,62.0,5,0.0,0.0
214,MKT,70.0,71.0,73.0,5,0.5477225575051661,1.0
214,SB,70.0,72.0,74.0,5,0.4472135954999579,1.0
217,HG,78.0,80.0,82.0,5,0.0,0.0
217,HYW,78.0,80.0,81.0,5,0.5477225575051661,1.0
217,LMC,63.0,64.0,65.0,5,0.0,0.0
217,LW,58.0,59.0,60.0,5,0.0,0.0
217,MKT,69.0,70.0,72.0,5,0.4472135954999579,1.0
217,SB,79.0,81.0,82.0,5,0.4472135954999579,1.0
220S,HG,79.0,83.0,87.0,5,0.5477225575051661,1.0
220S,HYW,85.0,86.0,87.0,5,0.0,0.0
220S,LMC,70.0,71.0,72.0,5,0.0,0.0
220S,LW,65.0,66.0,67.0,5,0.0,0.0
220S,MKT,76.0,77.0,78.0,5,0.0,0.0
220S,SB,86.0,87.0,90.0,5,0.5477225575051661,1.0
221,HG,79.0,81.0,83.0,5,0.0,0.0
221,HYW,79.0,80.0,82.0,5,0.0,0.0
221,LMC,64.0,65.0,66.0,5,0.0,0.0
221,LW,59.0,60.0,61.0,5,0.0,0.0
221,MKT,70.0,71.0,72.0,5,0.0,0.0
221,SB,80.0,82.0,84.0,5,0.0,0.0
222,HG,78.0,79.0,81.0,5,0.5477225575051661,1.0
222,HYW,77.0,78.0,80.0,5,0.0,0.0
222,LMC,62.0,63.0,64.0,5,0.0,0.0
222,LW,57.0,58.0,59.0,5,0.0,0.0
222,MKT,68.0,69.0,71.0,5,0.0,0.0
222,SB,78.0,80.0,82.0,5,0.0,0.0
225,HG,73.0,77.0,81.0,5,0.4472135954999579,1.0
225,HYW,84.0,85.0,86.0,5,0.0,0.0
225,LMC,69.0,70.0,71.0,5,0.0,0.0
225,LW,64.0,65.0,66.0,5,0.0,0.0
225,MKT,75.0,76.0,77.0,5,0.0,0.0
225,SB,81.0,82.0,84.0,5,0.5477225575051661,1.0
227,HG,78.0,80.0,83.0,5,0.4472135954999579,1.0
227,HYW,79.0,80.0,82.0,5,0.0,0.0
227,LMC,64.0,65.0,66.0,5,0.0,0.0
227,LW,59.0,60.0,61.0,5,0.0,0.0
227,MKT,70.0,71.0,72.0,5,0.0,0.0
227,SB,80.0,82.0,84.0,5,0.0,0.0
228,HG,72.0,77.0,80.0,5,0.5477225575051661,1.0
228,HYW,80.0,81.0,82.0,5,0.0,0.0
228,LMC,65.0,66.0,67.0,5,0.0,0.0
228,LW,60.0,61.0,62.0,5,0.0,0.0
228,MKT,71.0,72.0,73.0,5,0.0,0.0
228,SB,80.0,82.0,84.0,5,0.0,0.0
229,HG,74.0,77.0,80.0,5,0.8366600265340756,2.0
229,HYW,78.0,79.0,80.0,5,0.0,0.0
229,LMC,63.0,64.0,65.0,5,0.0,0.0
229,LW,58.0,59.0,60.0,5,0.0,0.0
229,MKT,69.0,70.0,71.0,5,0.0,0.0
229,SB,79.0,81.0,83.0,5,0.4472135954999579,1.0
231,HG,82.0,85.0,89.0,5,0.8944271909999159,2.0
231,HYW,79.0,81.0,82.0,5,0.0,0.0
231,LMC,64.0,65.0,67.0,5,0.4472135954999579,1.0
231,LW,59.0,60.0,62.0,5,0.4472135954999579,1.0
231,MKT,70.0,71.0,73.0,5,0.5477225575051661,1.0
231,SB,92.0,94.0,96.0,5,0.4472135954999579,1.0
232,HG,84.0,87.0,90.0,5,0.7071067811865476,2.0
232,HYW,85.0,86.0,88.0,5,0.4472135954999579,1.0
232,LMC,67.0,69.0,70.0,5,0.4472135954999579,1.0
232,LW,62.0,64.0,65.0,5,0.4472135954999579,1.0
232,MKT,76.0,77.0,79.0,5,0.0,0.0
232,SB,89.0,91.0,93.0,5,0.0,0.0
233,HG,85.0,88.0,92.0,5,0.0,0.0
233,HYW,85.0,86.0,88.0,5,0.5477225575051661,1.0
233,LMC,69.0,70.0,72.0,5,0.5477225575051661,1.0
233,LW,64.0,65.0,67.0,5,0.5477225575051661,1.0
233,MKT,76.0,77.0,79.0,5,0.0,0.0
233,SB,94.0,96.0,98.0,5,0.4472135954999579,1.0
234,HG,84.0,87.0,90.0,5,0.0,0.0
234,HYW,77.0,79.0,80.0,5,0.5477225575051661,1.0
234,LMC,62.0,63.0,65.0,5,0.5477225575051661,1.0
234,LW,57.0,58.0,60.0,5,0.5477225575051661,1.0
234,MKT,68.0,70.0,71.0,5,0.5477225575051661,1.0
234,SB,90.0,92.0,95.0,5,0.5477225575051661,1.0
235,HG,81.0,85.0,90.0,5,1.140175425099138,3.0
235,HYW,86.0,88.0,89.0,5,0.4472135954999579,1.0
235,LMC,70.0,72.0,73.0,5,0.5477225575051661,1.0
235,LW,65.0,67.0,68.0,5,0.5477225575051661,1.0
235,MKT,77.0,79.0,80.0,5,0.4472135954999579,1.0
235,SB,89.0,92.0,95.0,5,0.4472135954999579,1.0
236,HG,83.0,85.0,87.0,5,0.4472135954999579,1.0
236,HYW,84.0,86.0,87.0,5,0.4472135954999579,1.0
236,LMC,70.0,71.0,72.0,5,0.0,0.0
236,LW,65.0,66.0,67.0,5,0.0,0.0
236,MKT,75.0,77.0,78.0,5,0.5477225575051661,1.0
236,SB,82.0,84.0,86.0,5,0.0,0.0
237,HG,87.0,90.0,92.0,5,0.4472135954999579,1.0
237,HYW,80.0,82.0,83.0,5,0.4472135954999579,1.0
237,LMC,66.0,67.0,68.0,5,0.0,0.0
237,LW,61.0,62.0,63.0,5,0.0,0.0
237,MKT,71.0,72.0,74.0,5,0.5477225575051661,1.0
237,SB,90.0,91.0,93.0,5,0.4472135954999579,1.0
241,HG,77.0,79.0,82.0,5,0.5477225575051661,1.0
241,HYW,71.0,72.0,73.0,5,0.4472135954999579,1.0
241,LMC,55.0,56.0,57.0,5,0.0,0.0
241,LW,50.0,51.0,52.0,5,0.0,0.0
241,MKT,61.0,63.0,64.0,5,0.5477225575051661,1.0
241,SB,80.0,82.0,84.0,5,0.0,0.0
242,HG,84.0,87.0,89.0,5,0.7071067811865476,2.0
242,HYW,77.0,78.0,80.0,5,0.0,0.0
242,LMC,62.0,63.0,64.0,5,0.0,0.0
242,LW,57.0,58.0,59.0,5,0.0,0.0
242,MKT,67.0,69.0,70.0,5,0.0,0.0
242,SB,88.0,89.0,91.0,5,0.4472135954999579,1.0
243,HG,80.0,83.0,86.0,5,0.4472135954999579,1.0
243,HYW,80.0,81.0,83.0,5,0.4472135954999579,1.0
243,LMC,65.0,66.0,68.0,5,0.0,0.0
243,LW,60.0,61.0,63.0,5,0.0,0.0
243,MKT,70.0,72.0,74.0,5,0.0,0.0
243,SB,83.0,85.0,87.0,5,0.5477225575051661,1.0
244,HG,82.0,85.0,88.0,5,0.5477225575051661,1.0
244,HYW,78.0,80.0,82.0,5,0.5477225575051661,1.0
244,LMC,63.0,65.0,67.0,5,0.4472135954999579,1.0
244,LW,58.0,60.0,62.0,5,0.4472135954999579,1.0
244,MKT,69.0,71.0,73.0,5,0.4472135954999579,1.0
244,SB,85.0,88.0,90.0,5,0.4472135954999579,1.0
245,HG,79.0,82.0,85.0,5,0.4472135954999579,1.0
245,HYW,81.0,83.0,85.0,5,0.0,0.0
245,LMC,67.0,68.0,69.0,5,0.0,0.0
245,LW,62.0,63.0,64.0,5,0.0,0.0
245,MKT,72.0,74.0,75.0,5,0.5477225575051661,1.0
245,SB,84.0,85.0,88.0,5,0.5477225575051661,1.0
246,HG,84.0,86.0,90.0,5,0.5477225575051661,1.0
246,HYW,78.0,80.0,81.0,5,0.4472135954999579,1.0
246,LMC,64.0,65.0,66.0,5,0.5477225575051661,1.0
246,LW,59.0,60.0,61.0,5,0.5477225575051661,1.0
246,MKT,69.0,70.0,72.0,5,0.5477225575051661,1.0
246,SB,90.0,92.0,94.0,5,0.0,0.0
247,HG,87.0,89.0,92.0,5,0.4472135954999579,1.0
247,HYW,79.0,80.0,82.0,5,0.0,0.0
247,LMC,63.0,65.0,66.0,5,0.5477225575051661,1.0
247,LW,58.0,60.0,61.0,5,0.5477225575051661,1.0
247,MKT,69.0,71.0,72.0,5,0.0,0.0
247,SB,88.0,90.0,93.0,5,0.4472135954999579,1.0
251S,HG,71.0,73.0,76.0,5,0.5477225575051661,1.0
251S,HYW,79.0,84.0,87.0,5,0.5477225575051661,1.0
251S,LMC,70.0,71.0,72.0,5,0.0,0.0
251S,LW,65.0,66.0,67.0,5,0.0,0.0
251S,MKT,78.0,79.0,80.0,5,0.0,0.0
251S,SB,72.0,74.0,76.0,5,0.4472135954999579,1.0
252,HG,77.0,80.0,82.0,5,0.4472135954999579,1.0
252,HYW,87.0,90.0,93.0,5,0.5477225575051661,1.0
252,LMC,76.0,77.0,78.0,5,0.0,0.0
252,LW,71.0,72.0,73.0,5,0.0,0.0
252,MKT,84.0,86.0,87.0,5,0.0,0.0
252,SB,79.0,81.0,83.0,5,0.0,0.0
253,HG,76.0,78.0,80.0,5,0.4472135954999579,1.0
253,HYW,82.0,84.0,87.0,5,0.4472135954999579,1.0
253,LMC,66.0,67.0,70.0,5,0.5477225575051661,1.0
253,LW,61.0,62.0,65.0,5,0.5477225575051661,1.0
253,MKT,78.0,80.0,82.0,5,0.0,0.0
253,SB,76.0,78.0,80.0,5,0.0,0.0
254,HG,77.0,79.0,83.0,5,0.5477225575051661,1.0
254,HYW,84.0,88.0,91.0,5,0.8944271909999159,2.0
254,LMC,71.0,72.0,74.0,5,0.0,0.0
254,LW,66.0,67.0,69.0,5,0.0,0.0
254,MKT,87.0,88.0,90.0,5,0.4472135954999579,1.0
254,SB,76.0,78.0,80.0,5,0.0,0.0
255,HG,75.0,78.0,80.0,5,0.5477225575051661,1.0
255,HYW,82.0,85.0,88.0,5,0.4472135954999579,1.0
255,LMC,70.0,71.0,72.0,5,0.0,0.0
255,LW,65.0,66.0,67.0,5,0.0,0.0
255,MKT,79.0,83.0,86.0,5,0.8366600265340756,2.0
255,SB,74.0,76.0,77.0,5,0.0,0.0
260,HG,71.0,74.0,76.0,5,0.5477225575051661,1.0
260,HYW,78.0,79.0,81.0,5,0.4472135954999579,1.0
260,LMC,65.0,66.0,67.0,5,0.0,0.0
260,LW,60.0,61.0,62.0,5,0.0,0.0
260,MKT,70.0,71.0,73.0,5,0.5477225575051661,1.0
260,SB,70.0,72.0,73.0,5,0.4472135954999579,1.0
261,HG,93.0,94.0,96.0,5,0.0,0.0
261,HYW,92.0,96.0,98.0,5,0.5477225575051661,1.0
261,LMC,77.0,80.0,82.0,5,0.4472135954999579,1.0
261,LW,72.0,75.0,77.0,5,0.4472135954999579,1.0
261,MKT,84.0,88.0,92.0,5,1.0954451150103321,3.0
261,SB,91.0,93.0,95.0,5,0.4472135954999579,1.0
262,HG,90.0,92.0,94.0,5,0.4472135954999579,1.0
262,HYW,92.0,94.0,96.0,5,0.0,0.0
262,LMC,76.0,77.0,79.0,5,0.0,0.0
262,LW,71.0,72.0,74.0,5,0.0,0.0
262,MKT,85.0,87.0,89.0,5,0.4472135954999579,1.0
262,SB,88.0,90.0,93.0,5,0.4472135954999579,1.0
263,HG,94.0,97.0,100.0,5,0.5477225575051661,1.0
263,HYW,87.0,90.0,93.0,5,0.7071067811865476,2.0
263,LMC,70.0,71.0,72.0,5,0.0,0.0
263,LW,65.0,66.0,67.0,5,0.0,0.0
263,MKT,81.0,83.0,85.0,5,0.4472135954999579,1.0
263,SB,87.0,90.0,93.0,5,0.0,0.0
264,HG,79.0,81.0,83.0,5,0.4472135954999579,1.0
264,HYW,84.0,86.0,89.0,5,0.0,0.0
264,LMC,69.0,70.0,71.0,5,0.0,0.0
264,LW,64.0,65.0,66.0,5,0.0,0.0
264,MKT,77.0,79.0,82.0,5,0.5477225575051661,1.0
264,SB,78.0,79.0,81.0,5,0.4472135954999579,1.0
265,HG,80.0,81.0,84.0,5,0.5477225575051661,1.0
265,HYW,86.0,87.0,89.0,5,0.0,0.0
265,LMC,67.0,68.0,69.0,5,0.0,0.0
265,LW,62.0,63.0,64.0,5,0.0,0.0
265,MKT,77.0,80.0,83.0,5,0.5477225575051661,1.0
265,SB,80.0,82.0,83.0,5,0.5477225575051661,1.0
266,HG,80.0,82.0,85.0,5,0.5477225575051661,1.0
266,HYW,84.0,85.0,86.0,5,0.0,0.0
266,LMC,65.0,67.0,68.0,5,0.5477225575051661,1.0
266,LW,60.0,62.0,63.0,5,0.5477225575051661,1.0
266,MKT,75.0,76.0,77.0,5,0.0,0.0
266,SB,82.0,84.0,85.0,5,0.0,0.0
267,HG,76.0,79.0,81.0,5,0.5477225575051661,1.0
267,HYW,78.0,79.0,81.0,5,0.4472135954999579,1.0
267,LMC,63.0,64.0,65.0,5,0.0,0.0
267,LW,58.0,59.0,60.0,5,0.0,0.0
267,MKT,69.0,70.0,72.0,5,0.0,0.0
267,SB,78.0,80.0,82.0,5,0.0,0.0
268,HG,79.0,81.0,83.0,5,0.0,0.0
268,HYW,74.0,76.0,78.0,5,0.0,0.0
268,LMC,60.0,61.0,62.0,5,0.0,0.0
268,LW,55.0,56.0,57.0,5,0.0,0.0
268,MKT,65.0,67.0,68.0,5,0.0,0.0
268,SB,78.0,80.0,82.0,5,0.0,0.0
269,HG,90.0,94.0,98.0,5,0.8944271909999159,2.0
269,HYW,97.0,101.0,106.0,5,1.140175425099138,3.0
269,LMC,90.0,93.0,96.0,5,0.4472135954999579,1.0
269,LW,85.0,88.0,91.0,5,0.4472135954999579,1.0
269,MKT,98.0,105.0,112.0,5,1.7320508075688772,4.0
269,SB,88.0,92.0,96.0,5,0.8366600265340756,2.0
271,HG,72.0,74.0,77.0,5,0.4472135954999579,1.0
271,HYW,69.0,70.0,72.0,5,0.0,0.0
271,LMC,54.0,55.0,56.0,5,0.0,0.0
271,LW,49.0,50.0,51.0,5,0.0,0.0
271,MKT,59.0,61.0,62.0,5,0.4472135954999579,1.0
271,SB,71.0,73.0,75.0,5,0.0,0.0
272,HG,85.0,87.0,90.0,5,0.8366600265340756,2.0
272,HYW,75.0,76.0,79.0,5,0.5477225575051661,1.0
272,LMC,60.0,61.0,63.0,5,0.0,0.0
272,LW,55.0,56.0,58.0,5,0.0,0.0
272,MKT,65.0,67.0,69.0,5,0.0,0.0
272,SB,84.0,86.0,88.0,5,0.4472135954999579,1.0
280,HG,86.0,90.0,95.0,5,0.8944271909999159,2.0
280,HYW,88.0,90.0,91.0,5,0.0,0.0
280,LMC,71.0,72.0,73.0,5,0.0,0.0
280,LW,66.0,67.0,68.0,5,0.0,0.0
280,MKT,80.0,81.0,83.0,5,0.4472135954999579,1.0
280,SB,95.0,98.0,101.0,5,0.4472135954999579,1.0
281,HG,97.0,100.0,102.0,5,0.4472135954999579,1.0
281,HYW,83.0,85.0,86.0,5,0.4472135954999579,1.0
281,LMC,65.0,67.0,68.0,5,0.0,0.0
281,LW,60.0,62.0,63.0,5,0.0,0.0
281,MKT,75.0,76.0,77.0,5,0.4472135954999579,1.0
281,SB,98.0,100.0,102.0,5,0.7071067811865476,2.0
282,HG,94.0,98.0,100.0,5,0.5477225575051661,1.0
282,HYW,78.0,79.0,81.0,5,0.5477225575051661,1.0
282,LMC,62.0,63.0,64.0,5,0.0,0.0
282,LW,57.0,58.0,59.0,5,0.0,0.0
282,MKT,69.0,70.0,72.0,5,0.0,0.0
282,SB,92.0,95.0,97.0,5,0.4472135954999579,1.0
