area_id,lon,lat,min_tt_6,gateways_60_6,hsr_runs_present,hsr_p50,hsr_run_sd,hsr_run_range,min_tt_7,gateways_60_7,stable_6,stable_7,hsr_is_nearest,time_reduction
758,114.189999019119,22.3865122041731,47.0,3.0,5.0,44.0,0.44721359549995815,1.0,44.0,4.0,True,True,True,3.0
759,114.17795029431,22.3659256876509,52.0,2.0,5.0,44.0,0.0,0.0,44.0,3.0,True,True,True,8.0
761,114.189857613788,22.3627617381916,,,,,,,,0.0,False,False,False,
762,114.240716710085,22.3979337952067,,,,,,,,0.0,False,False,False,
811,114.302621915574,22.3997490723761,,,5.0,112.0,1.923538406167134,5.0,112.0,0.0,False,True,True,
812,114.345029025115,22.3907354514189,,,,,,,,0.0,False,False,False,
813,114.35780942416,22.3558801066076,,,,,,,,0.0,False,False,False,
814,114.365169339492,22.3139469393471,,,,,,,,0.0,False,False,False,
815,114.375010800242,22.4150484985718,,,,,,,,0.0,False,False,False,
820,114.245516976125,22.3554010361073,103.0,0.0,5.0,66.0,0.5477225575051643,1.0,66.0,0.0,True,True,True,37.0
821,114.272115911325,22.3633542390611,,,,,,,,0.0,False,False,False,
822,114.27508350147,22.3947905467767,80.0,0.0,5.0,82.0,0.5477225575051643,1.0,80.0,0.0,True,True,False,0.0
823,114.258734361053,22.3514387820597,,,,,,,,0.0,False,False,False,
824,114.238248157355,22.3633650931119,,,,,,,,0.0,False,False,False,
825,114.26316677952,22.3814812676415,97.0,0.0,5.0,70.0,0.8366600265340762,2.0,70.0,0.0,True,True,True,27.0
826,114.271019072549,22.3805009289407,82.0,0.0,5.0,58.0,0.44721359549995715,1.0,58.0,1.0,True,True,True,24.0
827,114.269926448527,22.3760478342415,97.0,0.0,5.0,71.0,0.7071067811865469,2.0,71.0,0.0,True,True,True,26.0
828,114.27405889113,22.385441735033,79.0,0.0,5.0,61.0,0.7071067811865476,2.0,61.0,0.0,True,True,True,18.0
829,114.255020001507,22.3734500623687,,,,,,,,0.0,False,False,False,
831,114.261884670346,22.3288341784267,87.0,0.0,5.0,55.0,0.0,0.0,55.0,1.0,True,True,True,32.0
832,114.286278660479,22.2855026565229,100.0,0.0,5.0,67.0,0.5477225575051667,1.0,67.0,0.0,True,True,True,33.0
833,114.249282769357,22.298207065894,,,,,,,,0.0,False,False,False,
834,114.289540738822,22.2481716275213,,,,,,,,0.0,False,False,False,
835,114.249143155192,22.3131610443123,100.0,0.0,5.0,66.0,0.5477225575051667,1.0,66.0,0.0,True,True,True,34.0
836,114.254406317374,22.3273865198951,79.0,0.0,5.0,45.0,0.547722557505166,1.0,45.0,1.0,True,True,True,34.0
837,114.26647585719,22.3186761562915,84.0,0.0,5.0,53.0,0.5477225575051664,1.0,53.0,1.0,True,True,True,31.0
838,114.260696443758,22.3078464914414,76.0,0.0,5.0,47.0,0.547722557505166,1.0,47.0,1.0,True,True,True,29.0
839,114.273513091172,22.2903912405823,91.0,0.0,5.0,54.0,0.44721359549995765,1.0,54.0,1.0,True,True,True,37.0
911,114.133490773842,22.1965556761945,,,,,,,,0.0,False,False,False,
912,114.116689493402,22.2234730461694,,,5.0,87.0,0.0,0.0,87.0,0.0,False,True,True,
913,114.262670743658,22.1740297986516,,,,,,,,0.0,False,False,False,
920,114.029036891964,22.2083624887599,,,5.0,100.0,0.0,0.0,100.0,0.0,False,True,True,
931,113.981708872588,22.2414214593604,,,,,,,,0.0,False,False,False,
932,113.92502007883,22.2302325567921,,,,,,,,0.0,False,False,False,
933,113.988539729508,22.1952395891749,,,,,,,,0.0,False,False,False,
934,113.911495720585,22.1827760097152,,,,,,,,0.0,False,False,False,
941,113.891974344162,22.230489916624,,,,,,,,0.0,False,False,False,
942,113.864374080747,22.2323100240958,,,,,,,,0.0,False,False,False,
943,113.898111521886,22.272201666341,,,,,,,,0.0,False,False,False,
944,113.863418838396,22.2526528437051,,,,,,,,0.0,False,False,False,
950,113.942049732785,22.2724620319852,,,,,,,,0.0,False,False,False,
951,113.925158611812,22.3083447430452,95.0,0.0,5.0,104.0,0.44721359549995815,1.0,95.0,0.0,True,True,False,0.0
961,113.979423496534,22.2859920401735,,,,,,,,0.0,False,False,False,
962,113.990469464635,22.269777687937,,,,,,,,0.0,False,False,False,
963,114.041677094138,22.2539357931943,,,,,,,,0.0,False,False,False,
971,114.011041285918,22.2959122569952,113.0,0.0,5.0,87.0,0.0,0.0,87.0,0.0,True,True,True,26.0
972,113.994881947621,22.3089562430198,111.0,0.0,5.0,97.0,0.44721359549995715,1.0,97.0,0.0,True,True,True,14.0
973,114.039898848957,22.3167801989796,,,5.0,107.0,7.293833011524188,18.0,107.0,0.0,False,True,True,
974,114.031415777518,22.3296750495611,,,,,,,,0.0,False,False,False,
975,114.060516002193,22.3490352368712,89.0,0.0,5.0,54.0,0.0,0.0,54.0,1.0,True,True,True,35.0
976,114.044259492855,22.285986871605,,,,,,,,0.0,False,False,False,
