"from_id","to_id","travel_time_p25","travel_time_p50","travel_time_p75","run"
"191","WKS",50,51,52,5
"192","WKS",50,51,53,5
"193","WKS",65,67,69,5
"195","WKS",59,61,63,5
"196","WKS",76,81,85,5
"197","WKS",74,79,86,5
"198","WKS",80,84,89,5
"211","WKS",12,13,15,5
"212","WKS",13,15,16,5
"213","WKS",21,23,24,5
"214","WKS",13,14,15,5
"215","WKS",17,18,20,5
"216","WKS",13,14,15,5
"217","WKS",21,22,25,5
"220","WKS",10,11,12,5
"221","WKS",18,19,20,5
"222","WKS",15,17,18,5
"225","WKS",11,11,12,5
"226","WKS",16,17,18,5
"227","WKS",14,15,16,5
"228","WKS",10,11,12,5
"229","WKS",12,13,14,5
"231","WKS",19,20,21,5
"232","WKS",21,22,23,5
"233","WKS",21,23,24,5
"234","WKS",22,23,24,5
"235","WKS",18,20,22,5
"236","WKS",23,24,25,5
"237","WKS",25,26,28,5
"241","WKS",16,18,20,5
"242","WKS",23,24,25,5
"243","WKS",17,20,22,5
"244","WKS",20,21,24,5
"245","WKS",18,21,23,5
"246","WKS",21,24,26,5
"247","WKS",23,25,27,5
"251","WKS",13,13,13,5
"252","WKS",12,12,12,5
"253","WKS",15,17,20,5
"254","WKS",22,23,25,5
"255","WKS",20,22,24,5
"256","WKS",15,17,18,5
"260","WKS",21,22,24,5
"261","WKS",33,34,35,5
"262","WKS",29,30,32,5
"263","WKS",32,34,36,5
"264","WKS",19,20,23,5
"265","WKS",16,18,19,5
"266","WKS",16,18,19,5
"267","WKS",12,13,15,5
"268","WKS",25,26,28,5
"269","WKS",34,38,41,5
"271","WKS",23,24,25,5
"272","WKS",29,30,32,5
"280","WKS",30,32,34,5
"281","WKS",33,35,36,5
"282","WKS",30,31,33,5
"283","WKS",30,31,33,5
"284","WKS",29,31,33,5
"285","WKS",26,28,29,5
"286","WKS",25,28,30,5
"287","WKS",27,29,32,5
"288","WKS",47,48,51,5
"290","WKS",38,41,45,5
"291","WKS",32,35,38,5
"292","WKS",38,40,42,5
"293","WKS",36,38,41,5
"294","WKS",35,37,40,5
"295","WKS",34,36,39,5
"296","WKS",43,46,49,5
"297","WKS",36,40,43,5
"298","WKS",35,40,43,5
"320","WKS",27,29,31,5
"321","WKS",48,50,52,5
"322","WKS",47,50,52,5
"323","WKS",42,43,45,5
"324","WKS",32,33,35,5
"325","WKS",46,47,49,5
"326","WKS",38,40,41,5
"327","WKS",51,54,56,5
"328","WKS",37,39,41,5
"329","WKS",41,44,46,5
"334","WKS",58,61,65,5
"335","WKS",57,59,61,5
"336","WKS",56,58,60,5
"350","WKS",53,54,56,5
"351","WKS",54,56,58,5
"421","WKS",84,89,94,5
"423","WKS",58,60,62,5
"424","WKS",57,59,60,5
"426","WKS",62,63,65,5
"427","WKS",68,69,71,5
"428","WKS",75,77,79,5
"442","WKS",79,83,89,5
"510","WKS",49,50,52,5
"511","WKS",75,78,81,5
"512","WKS",69,71,73,5
"514","WKS",74,77,80,5
"515","WKS",62,64,66,5
"517","WKS",65,68,70,5
"518","WKS",59,62,65,5
"519","WKS",58,61,64,5
"521","WKS",55,57,60,5
"522","WKS",82,84,88,5
"523","WKS",67,77,85,5
"524","WKS",40,42,44,5
"525","WKS",61,63,64,5
"526","WKS",57,60,63,5
"527","WKS",48,50,52,5
"528","WKS",60,65,69,5
"529","WKS",52,54,57,5
"531","WKS",70,73,76,5
"532","WKS",73,77,81,5
"533","WKS",67,72,76,5
"541","WKS",70,73,75,5
"543","WKS",74,78,84,5
"544","WKS",77,79,81,5
"545","WKS",95,98,101,5
"546","WKS",104,106,109,5
"547","WKS",89,93,97,5
"548","WKS",95,98,99,5
"549","WKS",94,101,109,5
"621","WKS",82,86,89,5
"622","WKS",104,111,,5
"623","WKS",96,98,100,5
"624","WKS",74,75,76,5
"625","WKS",71,72,74,5
"626","WKS",69,70,72,5
"627","WKS",67,69,70,5
"628","WKS",63,64,66,5
"629","WKS",96,99,102,5
"631","WKS",80,83,85,5
"634","WKS",99,101,103,5
"720","WKS",100,,,5
"722","WKS",77,79,81,5
"723","WKS",57,58,59,5
"725","WKS",67,69,70,5
"726","WKS",59,60,62,5
"727","WKS",78,81,84,5
"728","WKS",75,77,79,5
"729","WKS",63,65,68,5
"751","WKS",74,77,80,5
"753","WKS",60,64,67,5
"754","WKS",41,43,47,5
"755","WKS",38,41,44,5
"756","WKS",54,57,58,5
"757","WKS",66,68,69,5
"758","WKS",42,44,45,5
"759","WKS",42,44,47,5
"811","WKS",100,109,,5
"820","WKS",63,67,69,5
"822","WKS",78,81,85,5
"825","WKS",68,70,73,5
"826","WKS",56,57,59,5
"827","WKS",69,72,74,5
"828","WKS",59,61,63,5
"831","WKS",52,55,57,5
"832","WKS",64,67,72,5
"835","WKS",62,66,71,5
"836","WKS",43,45,47,5
"837","WKS",49,52,55,5
"838","WKS",46,47,49,5
"839","WKS",51,54,58,5
"912","WKS",82,87,91,5
"920","WKS",96,100,104,5
"951","WKS",101,104,106,5
"971","WKS",82,87,95,5
"972","WKS",92,97,101,5
"973","WKS",86,107,,5
"975","WKS",52,54,56,5
