stop_id,stop_name,distance_m
20013049,"MA TSO LUNG ROAD, NEAR MA TSO LUNG SHUN YEE SAN TSUEN",435.4899549172917
20013054,"MA TSO LUNG ROAD, NEAR MA TSO LUNG SHUN YEE SAN TSUEN",460.3273069280972
20013050,"LIU POK ROAD, NEAR PUBLIC CARPARK, LIU POK",667.9235282182408
20013055,"MA TSO LUNG ROAD, NEAR TUNG WAH GROUP OF HOSPITALS MA TSO LUNG CAMPSITE",1636.568297895838
20013045,"HO SHEUNG HEUNG ROAD, NEAR LO WU CORRECTIONAL INSTITUTION",1793.9422138845323
